Global Rank,Channel ID,Channel Name,Subscribers,Total Views,Total Videos,Country,Description,Views per Subscriber,Views per Video,Subscribers (M),Views (B),Tier
1673,UCIszNTC2gsTlj-sZNyhtqPQ,PAULINHU,523000,110691899,4789,BR,VÍDEOS NOVOS TODOS OS DIAS! 😁,211.65,23114.0,0.52,0.111,🔵 <1M
1674,UC8vm0EzlH9mRHwnTLILpQjQ,N.Flying (엔플라잉),523000,561943608,812,Unknown,FNC Entertainment BAND 'N.Flying' OFFICIAL Youtube Channel,1074.46,692049.0,0.52,0.562,🔵 <1M
1675,UChwh1KpZf0Y5KsmaCCMSt6A,AloisNL,523000,758371578,3153,NL,"I'm that guy that talks a lot about toplane fundamentals. I played League professionally for 3 years and I've been challenger for 7 years and counting, and I'm here to teach you guys everything about toplane!    Editor: Tar  Email: alois@proxy.gg ",1450.04,240524.0,0.52,0.758,🔵 <1M
1676,UCyHvSKT_bLDYpkv1JjjsLAg,풍월량,523000,759068226,13907,KR,즐거운 게임방송 풍월량입니다!  📌 치지직 생방송 매일 저녁 8시  유튜브 영상은 공유하기로 퍼가셔도 됩니다! 많이 퍼가주시고 좋아요! 부탁드려엽!  [ 건의 메일 ] 생방송 건의 👉 windmoon1125@naver.com 유튜브 건의 👉 poongtube1125@sandbox.co.kr  🚨 PLEASE BEWARE OF PHISHING ATTEMPTS! 🚨 Under any circumstances I do not request game codes or sponsored goods without proper business contact through my associated agency. - MORE INFO ▶ https://www.youtube.com/post/UgyZrdTss4mcNGic7Md4,1451.37,54582.0,0.52,0.759,🔵 <1M
1677,UCdWBRZ6H_q-So0sZm9SdvOA,Yaisong.official,522000,171507242,1916,TH,ขอต้อนรับเพื่อนๆ ทุกคนเข้าสู่ช่องของยัยสองค่า! แหล่งรวมเกมบันเทิงอันดับหนึ่งแห่งจักรวาลรูหนอน🪐  ติดต่องาน Email: yaisong@gaconx.com  เข้าด้อมยัยสองกัน: https://www.youtube.com/channel/UCdWBRZ6H_q-So0sZm9SdvOA/join  Donate สนับสนุนเป็นกำลังใจได้นะงับ  https://linktr.ee/yaisong.official  ฝากกดติดตามด้วยงับ ❤️  ,328.56,89513.0,0.52,0.172,🔵 <1M
1678,UCwrc-D2yr6tOhtH7G5UoJeA,メメントリ【青終高校遊戯部】,522000,740068066,3003,JP,"「こちらに来て、一緒に遊ぼう。」  青終高校遊戯部、通称「メメントリ」。 「青終高校」は、""呪い""を抱え""みんな""になれない人間がインターネットを通じて集まる仮想の高校。 「遊戯部」ではゲーム実況を中心に""呪い""を愛し合える仲間を創るため、日々""遊んで""います。  目標は「さいたまスーパーアリーナで3万人の部員と遊ぶこと」。  あなたにも素敵な""呪い""があるのなら、入部しませんか？  ▼公式Xアカウントはコチラ https://twitter.com/mmntr_official  ▼公式TikTokアカウントはコチラ https://tiktok.com/@mmntry3   ▼メメントリ【青終高校遊戯部】メンバー __________________________________________ はるてぃー（リーダー,遊戯部部長） ■YouTube：https://youtube.c",1417.75,246443.0,0.52,0.74,🔵 <1M
1679,UCNl7-TnykIjkezPYVlEyfPg,OPM Melody ,522000,48290731,44,US,"- Welcome to OPM Melody -  🎧 OPM Melody is your ultimate relaxation space for the best OPM and Tagalog songs. We feature a curated mix of chill pop, hugot (emotional/heartbreak), slow jams, and the latest trending & viral TikTok hits of 2026. This channel brings you easy-listening tracks perfect for studying, working, relaxing, or winding down for a peaceful night.  All videos on this channel are ",92.51,1097517.0,0.52,0.048,🔵 <1M
1680,UCv-2AOti-1xft7xqjth6mGg,CastCrafter,521000,129858567,3331,DE,"Hey, mein Name ist CastCrafter..oder Heiko. Ich bin derzeit 24 Jahre alt und komme aus einer kleinen Stadt nähe Augsburg.  Vor ca. 7 Jahren habe ich mit YouTube angefangen und finde es bis heute faszinierend. Nebenbei studiere ich noch 3D-Design, allerdings hab ich mich Mitte letzten Jahres mit YouTube selbstständig gemacht.  Ich liebe Minecraft ModPacks..wie man kaum auf meinem Kanal sehen kann. ",249.25,38985.0,0.52,0.13,🔵 <1M
1681,UCvVefNs55PdT3wclXGXZVWw,Periado ,520000,260503481,2235,FR,"CODE : Periado dans toutes les boutiques 🎉 Je joue aux jeux Supercell : Brawl Stars, Clash Royale, Clash of Clans etc.. ",500.97,116556.0,0.52,0.261,🔵 <1M
1682,UCofx9s3OE6FV0kZKEMVm5RQ,Éxitos Cristianos,520000,160927561,194,MX,"🙇‍♂️🙏Si te sientes solo y que nadie te escucha, si sientes que el mundo te ha abandonado y te han rechazado; haciéndote sentir indefenso, sin valor alguno; acuérdate del Señor tu Dios que él ha dado a su único hijo para que todo aquél que en él cree no se pierda más tenga vida eterna.   🙌 Lo MEJOR de la MÚSICA CRISTIANA en géneros variados, a si como música para ADORAR a DIOS, para gozarse, las me",309.48,829524.0,0.52,0.161,🔵 <1M
1683,UCKH_HjglbGGto1Nc0-6-lbA,DerHansus,520000,320053657,2482,DE,"DerHansus bedeutet FIFA / EA FC und insbesondere Karrieremodus!  ►Zur Person: Servus! Ich heiße Bernhard (Spitzname Bourney), bin 30 Jahre alt und liebe Fußball und Gaming. Deshalb zocke ich seit vielen Jahren FIFA und mittlerweile EA FC und liebe es diese Leidenschaft mit euch in meinen Videos zu teilen!  ►Impressum: Bernhard Schweiger, inhaltlich verantwortlich nach § 18 Abs. 2 MStV  C/O Athleti",615.49,128950.0,0.52,0.32,🔵 <1M
1684,UCATd4qckBEMT-5rG02X36CA,Shado,519000,266666014,774,FR,,513.81,344530.0,0.52,0.267,🔵 <1M
1685,UCZtoHl1p6R6_iLm2yjA9gew,Amazing Lyrics,519000,326309677,1073,NL,"♫ Hey, ""Amazing Lyrics"" is here.   ♫ This channel is gifted to all of you, to give you another sense of music with some beautiful effects and elegance.   ♫ I will try to present you the best music and to make you live in a beautiful world of lyrics  ♫ Don't forget to subscribe to the channel and feel free to email us your own music!  ♫ Hope you enjoy ❤❤❤❤ ",628.73,304110.0,0.52,0.326,🔵 <1M
1686,UCUzkWdUCkVrkKCcmut9epTQ,DeadP47,518000,131637357,530,GE,Ориджинал контент по вашим любимым играм Предложения рекламы: https://t.me/xwhitewx Личный email: deadp47@gmail.com ,254.13,248372.0,0.52,0.132,🔵 <1M
1687,UC6mWuX4R9Yn5y0fWCwzqiSg,Midbeast,518000,220838953,1223,AU,Stream - https://www.twitch.tv/midbeast,426.33,180572.0,0.52,0.221,🔵 <1M
1688,UCQLCJBWOnfkqlT928FPoTjg,Luis Gabriel,518000,437398635,61,RO,Canalul Oficial de Youtube Luis Gabriel  𝐂𝐎𝐍𝐂𝐄𝐑𝐓𝐄: Stefan Czeller | 0724.501.790 | stefanczeller@yahoo.com  Pentru probleme legate de Drepturi de Autor ne puteti contacta la : luisgabriel.copyright@gmail.com,844.4,7170469.0,0.52,0.437,🔵 <1M
1689,UCAnueg3o3om3PF2p8W4MV5w,Apologize Ch,517000,178880493,2179,TH,บางคนบอก “ไม่ได้เล่นเกมนี้จะดูรู้เรื่องเหรอ?” ไปหยิบข้าวมา เดี๋ยวผมเล่าให้ฟัง ----------------------------------------­----------------------------------------­------------------- สนใจติดต่อเรื่องงานกรุณาติดต่อทีมงาน For business inquires only contact me here : apologizech7@gmail.com  #Apologizech  ,346.0,82093.0,0.52,0.179,🔵 <1M
1690,UCp56TyePXVBOaMIsCl1dYyQ,Beam,517000,244700449,6172,DE,"Einen wunderschönen guten Tag!  Mein Name Beam und ich liefere hier Videos rund um Aufbau -, Simulation - und Survival Games. Die Videos erscheinen mehr oder weniger regelmäßig, aber immer ordentlich aufbereitet. :-)  Mein PC:  RTX 4090 / i9 10900k / 64 GB DDR4  Impressum: Beam c/o REACH OUT Gmbh https://www.reachout.agency/impressum/?creator=Sebastian_BeamLPP ",473.31,39647.0,0.52,0.245,🔵 <1M
1691,UC9JbM05UbvSaRCLYGqwFncA,TheKolorsOfficial,515000,459472545,67,IT,Canale YouTube Ufficiale THE KOLORS 👉Ascolta THE KOLORS qui  Spotify https://goo.gl/RR5Y1L iTunes https://goo.gl/MQE8FZ Deezer https://goo.gl/F5wvAA  👉The Kolors FB: https://www.facebook.com/thekolorsofficial/ TW: https://twitter.com/TheKolors  IG: https://www.instagram.com/thekolors_stash/ 👉Stash FB:  https://www.facebook.com/StashOfficial/ TW: https://twitter.com/Stash_theKOLORS IG: https://www.,892.18,6857799.0,0.52,0.459,🔵 <1M
1692,UCD16YCdwCoo8rJaPi-XGUFA,Aparna Films,515000,174465533,3827,IN,"► भोजपुरी के सुपरस्टार सिंगर का गाना सुनने के लिए चैनल को सब्सक्राइब करे , अगर आप अपना गाना रिलीज़ कराना चाहते है तो हमें सम्पर्क करे :                      +918651315131  ",338.77,45588.0,0.52,0.174,🔵 <1M
1693,UCrr5XJFgi3HNcXFWIDhNF7w,Jun Phạm Official,514000,106102549,337,VN,"Jun Phạm Official là Channel Youtube chính thức của Jun Phạm.  Jun Phạm (tên thật Phạm Duy Thuận) sinh ngày 24/07/1989, từng được mọi người biết đến là thành viên của nhóm nhạc 365. Jun rất đam mê với nghệ thuật từ làm ca sĩ, diễn viên...và may mắn được các bạn khán giả yêu mến cho đến nay. Thành tựu mới đây thì Jun cũng đã gặt hái được ""trái ngọt"" khi trở thành quán quân Gương Mặt Thân Quen 2017.",206.43,314844.0,0.51,0.106,🔵 <1M
1694,UCf1aoY9G96AElC4UU8CPB3Q,90's Music,514000,161368974,727,IN,,313.95,221966.0,0.51,0.161,🔵 <1M
1695,UC8SZG-avwzzNQEF8mOVR1Ig,Hermanos Espinoza,513000,925595615,151,US,DIOS POR DELANTE,1804.28,6129772.0,0.51,0.926,🔵 <1M
1696,UCnyP4sbJVIU9JqHz4l6oQZw,Smant,512000,658954248,1377,CA,The Official Side Channel for SmallAnt!,1287.02,478543.0,0.51,0.659,🔵 <1M
1697,UC-Cuw7QXLjJd1lFQzp5AP-w,さんちゃんく！,511000,346204256,781,JP,切り抜きなどのガイドラインは公式HPをご覧ください↓ ,677.5,443283.0,0.51,0.346,🔵 <1M
1698,UCVIaDijeB7mlM_rwLSHU7dQ,Kanshy,511000,105079454,1894,EG,Welcome to my Channel if you like Roblox games then go Watch my Videos and Don't forget to leave a Like and Subscribe 🤩🤩 and be one of my Friends and Family here 😊 Kanshy -------------------------- منورين القناة يا ابطال لو انت بتحب روبلوكس يبقى روح اتفرج على كل الفيدوهات ومتنساش تعمل لايك للفيدوهات وتشترك فى القناة وخليك واحد من اصدقائى و عائلتى الجميله هنا🤩😊 ,205.63,55480.0,0.51,0.105,🔵 <1M
1699,UCJcz9HMSgSr2rdyFdM98gFQ,Boroda4 Gaming,510000,212808563,342,NG,0dd75dc8-2375-4bc2-9940-0fe479884a1c ,417.27,622247.0,0.51,0.213,🔵 <1M
1700,UCZikNEaOXc_ZXG1KlBU4gmQ,Hùng Akira Blox Fruit,510000,64863259,102,VN,Kênh mà Hùng Akira sẽ chơi Minecraft các bạn ạ :v,127.18,635914.0,0.51,0.065,🔵 <1M
1701,UCYgXQak3nuUnna6ArQz2Kyg,Yuri Dinamite,509000,189652448,1206,BR,Jogador veterano de Minecraft Pixelmon capturando monstrinhos desde 2013! Vídeos todo dia 10h45.  Contato comercial: yuridinamite.contato@gmail.com   ,372.6,157257.0,0.51,0.19,🔵 <1M
1702,UCzguD6UiqYaeMDQBbuEUyWw,TheobaldTheBird,508000,60936808,131,US,the biggest bird in minecraft  Business inquiries: business@theobaldthebird.com ,119.95,465166.0,0.51,0.061,🔵 <1M
1703,UCIRUwCVq0JcjCkWcayrzLtw,CS GO NEWS,508000,239337460,934,RU,"Взглянем на мир CS в новых красках! Последние новости, интервью, хайлайты и обзоры матчей - все на CS GO NEWS!  Для коммерческих запросов - https://vk.com/id556467985",471.14,256250.0,0.51,0.239,🔵 <1M
1704,UC8EqYRyY-oKKtIIKwBxyLfg,Blur Indietro,508000,247891897,1190,Unknown, ,487.98,208313.0,0.51,0.248,🔵 <1M
1705,UC8izSARsEi6M9Js5gf54xNA,Framed,506000,203707802,1070,US,"Hey, I play runescape a lot",402.58,190381.0,0.51,0.204,🔵 <1M
1706,UCFJSMwEnC-zdyBEOi2mPOfw,ROJDA OFFICIAL,506000,674352331,210,TR,Ev qenala ROJDA ya YouTube fermîye. This is ROJDA's only and official YouTube channel. ROJDA'nın resmi YouTube kanalıdır.   ,1332.71,3211202.0,0.51,0.674,🔵 <1M
1707,UCe3uJZIjfYwNNR0S6W3GvEA,アイドルマスターチャンネル,505000,337239283,4573,JP,「アイドルマスターチャンネル」（#アイマスch）とは YouTubeでプロデュースがもっと楽しくなる！すべての「アイドルマスター」 プロデューサーさんたちの集う場所 アニメ配信やゲーム情報、YouTubeオリジナルコンテンツ等をお届けします！ チャンネル登録お願いします！  THE IDOLM@STER Producing on YouTube becomes more fun!  ©窪岡俊之 THE IDOLM@STER™& ©Bandai Namco Entertainment Inc. ,667.8,73746.0,0.5,0.337,🔵 <1M
1708,UC5oN8biQKAyeEKi7EWzBWUg,Cisko G,504000,242922993,546,Unknown,"Francisco, Hier seht ihr Hauptsächlich Gaming / Trolling Content. Bzw ES IST ALLES NUR EIN SPIEL !  Placements / Sponsorings: cisko@inspirereach.de          Impressum nach § 5 TMG:  InspireReach – Serafin Consulting Turbinenstraße 7 70499 Stuttgart Deutschland  Contact E-Mail: management@inspirereach.de  VAT ID Umsatzsteuer-ID: DE454264878 ",481.99,444914.0,0.5,0.243,🔵 <1M
1709,UCOvz3kkYZtCTeXKdiuMG8eg,MadSeasonShow,503000,137392178,757,US,Told you so by the way,273.15,181496.0,0.5,0.137,🔵 <1M
1710,UClK4fpmIAz8V1BVafysM2WA,Best Of du Grenier,503000,327431982,567,FR,Chaine officielle des best-of JDG sur Twitch !  Voir l'officialisation en live de la 3ème chaine par Fred : https://youtu.be/HXt-3qnK2wA  Vous pouvez également retrouver une liste des vidéos du Bazar du Grenier montées par mes soins dans l'onglet Playlist de la chaine. Merci & bon visionnage !  Chaine Twitch de Fred ➡️ https://www.twitch.tv/joueur_du_grenier Chaine Twitch de Seb ➡️ https://www.twi,650.96,577481.0,0.5,0.327,🔵 <1M
1711,UCC5MTU1ljNu3c9opp4lpEHA,LiveBoltx,502000,100626273,360,Unknown,قناه بولتكس لايف لملخصات البث المباشر 🔥  البث المباشر 🟢 : https://kick.com/3li-boltx   القناه الرئيسية 🔴 : https://www.youtube.com/@3liboltx  انستاجرام 📸 : https://www.instagram.com/3li_boltx  تيكتوك 📲 : tiktok.com/@3li_boltx ,200.45,279517.0,0.5,0.101,🔵 <1M
1712,UCP8Le6IuH7R4uBiYHDfZ89A,DTN Monster,501000,105025096,971,PK,Hi Guys! This me Muntzar And Guys This Is My Gaming YouTube Channel So If You're interested in Gaming Channel You Can Subscribe❤  All content on this channel is fictional and intended for general audiences interested in gaming entertainment.  500k Subscribers Soon ❤  For sponsorship:-teacherf207@gmail.com ,209.63,108162.0,0.5,0.105,🔵 <1M
1713,UC5ckqMQFqpqVbGJNiHhNE7Q,Critical Drinker After Hours,501000,223118826,1246,GB,"In the mood for more reviews, laid-back drinking and banter? Then Critical Drinker After Hours is the place to come. Home of the Drinker's Happy Hour movie discussion livestreams, and the new Drinkers Extra Shots reviews. ",445.35,179068.0,0.5,0.223,🔵 <1M
1714,UCQUc6tjDQBCddTbjSD5vaGQ,Em Chè ĐTCL,501000,278843682,2204,VN,Đây là kênh để em Chè livestream và đăng video tương tác vui vẻ với anh em viewer :3 ,556.57,126517.0,0.5,0.279,🔵 <1M
1715,UCGF5H53_h3Y6IGpANbDEh6w,JumperWho,500000,24596631,40,US,just here to make someone smile ,49.19,614916.0,0.5,0.025,🔵 <1M
1716,UC4XAMOquYBulhFF7H_1c9ng,1st Step Gaming,500000,76448682,743,EG,"قناة لمساعدة كل الجيمرز والكوليكتورز بتقديم نصائح ومراجعات عن الاجهزة والالعاب منور قناتك يا باشا   1st Step Gaming is channel dedicated to all gamers and video games collectors to last century gamer and nowadays gamer we review , play , and dig into the world of video games  support by liking and subscribing to the channel  ALL YOU CAN PLAY https://linktr.ee/karimazro ",152.9,102892.0,0.5,0.076,🔵 <1M
1717,UCELBodZwev0kgJY5Cz61UPQ,Talia Mar+,499000,177443470,850,GB,2nd channel where I mainly react & vlog!,355.6,208757.0,0.5,0.177,🔵 <1M
1718,UC4e_XPBiiIO4fo4_CucxQeg,IXBT Games,499000,392398842,3501,TR,Подкасты. Обзоры. Стримы. Интервью. Все про игры! Едко и с душой.  Мы не рекламируем игры и игровые сервисы. Не проводим спонсорские стримы. Не делаем спонсорские обзоры.  Включена Роскомнадзором в перечень персональных страниц https://knd.gov.ru/license?id=676436b796de59064d136cae&registryType=bloggersPermission ,786.37,112082.0,0.5,0.392,🔵 <1M
1719,UCBLngT6mQTjw1jq9lqdbunQ,Sofia Kaif,498000,88102454,181,PK,"Sofia kaif a well versed musician that has gained major popularity in the Pashto music industry,  She sings in various Pakistan languages, her melodious voice has been enjoyed and listened to in various parts of pakistan and abroad.  This is the OFFICIAL Channel of ""Sofia Kaif"" For Concert Bookings & All Other Business Queries Contact: +923141881808 ",176.91,486754.0,0.5,0.088,🔵 <1M
1720,UC9aY7bpZ3490Chfu0g7JKjA,TUNG DUONG OFFICIAL,498000,260083592,436,VN,"Kênh YouTube chính thức của Ca sĩ Tùng Dương  Tiểu sử Ca sĩ Tùng Dương:  Tùng Dương, tên đầy đủ là Nguyễn Tùng Dương, sinh ngày 18 tháng 9 năm 1983 tại tỉnh Bắc Ninh, Việt Nam. Anh được biết đến từ cuộc thi Sao Mai điểm hẹn năm 2004, trong đó anh đã giành chiến thắng với giải thưởng do Hội đồng nghệ thuật bình chọn. Những ca khúc mà anh thể hiện trong cuộc thi, phần lớn là các sáng tác mang phong ",522.26,596522.0,0.5,0.26,🔵 <1M
