Global Rank,Channel ID,Channel Name,Subscribers,Total Views,Total Videos,Country,Description
1843,UCJO31lXn1Uo924ha6nO8XlA,Dolan Darkest,418000,144072550,786,NZ,"The best Trilogy since Lord of the Rings.  All stories and characters mentioned in this channel's videos, even those based on real people, are entirely fictional. This channel contains viscous slop, and due to its content should not be viewed by anyone. "
1844,UCM0oIMTPOZC1BTU3sP-GsXw,Anna,416000,171001467,735,FR,"Chaîne YouTube de Anna ! La Fan Girl officielle de Talcado !  LA BOUTIQUE : https://awariztalcado.fr/ J'adore mes amis Talcado, Awariz et Gemi !  Abonne toi ! :D "
1845,UCdkVEDVAW5aFmA-Mkz0lAFQ,ひたまゆ。,415000,494307708,2997,Unknown,どうもーひたまゆです！！！ ぜひよかったらチャンネル登録よろしくお願いします！！！ チャンネル登録が増えるとひたまゆはとてもうれしいでございますよー！！！  おすすめ動画はこちらから！ こちらおすすめですよー ①https://youtu.be/JVhZv3TlLKs ②https://youtu.be/SH-KkDE9RH4 ③https://youtu.be/eGON90-6laI  twitter https://twitter.com/6Yubue0Z5cMcOW0 
1846,UC4q2QOe3Ht73lVO-31JnkQQ,코뚱잉,415000,275756356,1499,KR,Zziks 드레이븐 장인 피지컬 챌린저 3대 675  【삼대오백 코뚱잉】할인코드: ko15  【WAYDN 코뚱잉】할인코드: KO1 
1847,UCIphLX852MtaBtrKgoJ9mcg,Kuya Tank - Roblox,413000,68037719,184,PH,"TankDemic Roblox Channel  For Collaboration, Sponsorships & Brand Promotions  Email : lebiram014@gmail.com "
1848,UCZ1FCXu6uAhE6YkAsKQDGNg,Abdul Hannan,413000,208548708,54,PK,
1849,UCmcBe97VA2LqVEQUeeZl6Ew,팔차선 [8LJAYWALKING],412000,494481139,2475,KR,2021 TFT 운명 월드 챔피언 팔차선 유튜브입니다  Email : 8ljaywalking@gmail.com
1850,UCWGUPgGwCnF7m20_hI8N2VA,Danikyo,411000,91970003,444,MX,"En este canal encontrarás contenido relacionado con videojuegos, como críticas, análisis, opiniones y video ensayos sobre acontecimientos importantes en la historia de los videojuegos. Espero disfrutes mi contenido."
1851,UCkUEthM6nQe--OdWmxQS66w,OKATO GO,411000,104919795,870,EG,BE YOURSELF 
1852,UCdywh24ZS3XKfXZsjJS7b-Q,Mishura,411000,19497890,284,US,"не воздухан, делаю комфортный вайб контент "
1853,UCeZmHH4C1E51BqKKymHkOcA,Caleel,410000,141157304,885,IT,"Salve, Adrian R. Rednic a rapporto, conosciuto anche come Caleel su YouTube, dove sono attivo dal 2015. Nei miei video tratto principalmente di tutti quegli argomenti che riguardano le saghe e i fandom più in voga, basandomi principalmente su una componente fantasy, grande mia passione fin da ragazzino. Da Harry Potter al Signore degli Anelli, da Game of Thrones a Star Wars, vado ad esplorare i mo"
1854,UCLZTrhY5nVnLOJA4ghAk-Sw,GemBlox,410000,58736644,193,IN,Yoooo it's Your Boy Sonic 1 !! i try to stay calm because when i get angry i usually turn up my form to shin sonic apes which is really scary.  business email - gemteam.blox@gmail.com 
1855,UCRmTtUMRGr2uC-c6L3r90NQ,Miu Music,410000,68437043,882,US,© Bản quyền thuộc về PN ENTERTAINMENT © Copyright by PN ENTERTAINMENT ☛ Do not Reup  
1856,UCu6xqwLxixO-UidWIQzTHlg,HisWattson,409000,202721348,691,US,I play Video Games
1857,UCBOrU-3xPuJ411_uo5z0NeA,Narek CR,408000,59379788,1100,RU,1-й Чемпион Вселенной по игре Clash Royale. Стримы\Видео и прочий контент.  Сотрудничество: narmargold@gmail.com  Регистрация в перечне владельцев страниц в соцсетях: https://gosuslugi.ru/snet/67e40122ff52bd3e119aebed  
1858,UCjdN3uCtIKSy_Jco3CYfc9w,Duong Edward Nguyen,408000,111593480,256,VN,"► Duong Edward Nguyen Official Channel - Kênh Youtube chính thức của Duong Edward Nguyen ► Liên hệ kinh doanh , Quảng Cáo : * Contact 0934 551 550 * Email: info.duongedward@gmail.com ► FaceBooK : https://www.facebook.com/tungduong92 Duong Edward Nguyen tên thật là Nguyễn Tùng Dương. Nguyễn Tùng Dương (Dương Edward) được biết đến nhờ sở hữu vẻ ngoài điển trai và từng tham gia chương trình Vietnam I"
1859,UCMn_W4pe7msJS77koaT96gg,Quatro Coisas,408000,98852806,7015,BR,"O Qu4tro Coisas é um canal de entretenimento que diversas vezes por semana traz temas ligados à cultura pop e a indústria da diversão, sempre com muito bom humor, inovação e autenticidade. Honesto, sincero e transparente.  Se inscreva agora!"
1860,UC-8ljtsUg8RVCOq-Gfcp8Rg,Desingerica,407000,374250503,22,RS,
1861,UC_ytCNZlvRdASjCPP9pj1-g,7 / しち,407000,612962489,1993,JP,"にゃんこ大戦争 速攻・特殊攻略、同一編成の開拓をよくやっています 最近はキャラクターやステージ、イベント情報の解説などがメイン  Hello, I'm 7 (shichi). I make ""The Battle Cats"" videos. Explanation about Units or Stages, and Surprising videos using Special strategy, etc. I add (Auto) translated subtitles for foreign viewers, please put on if you want to read it. "
1862,UCWPDq5P9K2hNKFaN5WSfclw,HANA official,407000,1123525549,305,JP,"BMSG × CHANMINA GIRLS GROUP AUDITION PROJECT 2024 ""No No Girls"" から誕生した『HANA』。  CHIKA, NAOKO, JISOO, YURI, MOMOKA, KOHARU, MAHINAからなる、7名組ガールズグループ。 "
1863,UCxVTgYCPCz5Iib9iik9M2bg,Charlie Brown Jr. - Topic,407000,933321985,564,Unknown,
1864,UCHwE8LkjTPtBkqsKmAtXSmg,LenS,406000,120211545,867,KZ,"Приветствую на моем канале! Меня зовут Даниил, мне 19 лет и имею 15.000 ммр. На данный момент я являюсь одним из лучших тинкеров. Здесь вы найдете крутой и познавательный контент, который обязательно научит вас чему-нибудь новенькому!"
1865,UChY7YAmLRueQ1drttCWbd_g,TheDonato Live,406000,104410052,815,Unknown,"Tercer Canal Oficial de TheDonato  Acerca de este canal: Bienvenidos a uno de los canales de TheDonato, donde encontrarás contenido exclusivo y clips seleccionados de sus mejores transmisiones. Aquí podrás disfrutar de partidas que no se subirán a su canal principal, momentos únicos, situaciones inesperadas, reacciones espontáneas, chismes, y mucho más.  Este canal es el lugar perfecto para ver el"
1866,UCrcqCDrC5nn-8KrbzUNrvSA,ナカイドのゲーム情報チャンネル,405000,245718234,737,JP,ゲームに関する最新情報をお届けします。 クリアレビューや気になるニュース、サービス終了の理由、業界の裏話など。  お仕事のご連絡：nakaido0913@gmail.com 中国お仕事のご相談：nakaido_youdao@163.com  
1867,UCzQaHdbeofGzUvzUsLyvUIg,DIE TOTEN HOSEN,403000,432974326,272,DE,Offizieller Youtube-Kanal der Toten Hosen.   
1868,UCgT-gb3favw2jQgwxbbwwaA,잡상싱,403000,439114396,2230,KR,승상싱 잡동사니 유튜브 부채널입니ㄷ ㅏㅡㅑ mg.winupsing@gmail.com  
1869,UC7ZUmtySp0bx2lw_1VGw3Yg,supertf,402000,205661470,654,US,Official supertf youtube channel.   Streams on https://www.twitch.tv/supertf 
1870,UCEe-jmA3YnSun38ne6BUzUA,HS GAMER OFFICIAL,401000,149394783,1635,US,Welcome to my channel✅    1. GRANNY  2. MINECRAFT   3. ROBLOX   4. GTA V           
1871,UCMmcGgqHuLjZVsYzYYX_Vqw,Locklear Replays & VODs,400000,129626015,4883,Unknown,Rediff des lives Twitch gratuite !
1872,UCXRv6SIuM0F-EKRKQ8o_WVQ,CGGG DETBUU,399000,70437855,1525,Unknown,Contact for work @Line : NomKoz 
1873,UCBbWseIwfoELHOaqFzzDBcA,Pausa Nerd,398000,351928438,1499,Unknown,"🅲🅾🅳🅴:🅽🅴🆁🅳 - Sua PAUSA diária de conteúdo NERD!  Notícias, curiosidades e teorias de BrawlStars todos os dias! "
1874,UCEp4wC8WqBkDWLgvSJAnHZg,Фласка Роблокс,398000,67458103,244,PL,А+  
1875,UCLqO-m_MqjgYB7oiTCV-ddw,Laem Sing - แหลมสิงค์,397000,54979172,1507,TH,ลงคลิปทุกวัน เวลา 18:00 มารอชมได้เลยค้าบ  สตรีมแทบทุกวัน แต่เวลาสตรีมไม่คงที่ : ผู้ปกครองควรให้คำแนะนำทำเพื่อความบันเทิงล้วนๆ หากหยุดจะแจ้งใน IG : aaem_wrp For Work ติดต่องาน : laemsingwork@gmail.com **โปรดพิมพ์มาเป็นภาษาไทย ของานไทยเท่านั้น Line : seraemsaivan  กราบขออภัยคำพูดและคำจาที่ไม่สุภาพ เป็นเพียงคอนเทนต์เท่านั้นครับ 
1876,UCKfbT_yLZKTKX7dyfx8SAuA,Deus Amir,397000,102766181,1079,MX,"Mitad Ogro, mitad streamer  - Contacto deusamir@movdi.mx  "
1877,UCOwBvtQrGrXzlzq2JaAIqmw,Delux,397000,80581773,718,IT,Benvenuto nella tana del bianconiglio.
1878,UCQQwptC_uXNKivOYRzI-JsQ,Il Trono del Muori,395000,126800567,185,IT,"GRANDI AZIENDONE, VPN ET SIMILI, NON MI CHIEDETE SPONSOR DENTRO AI VIDEY PERCHÈ DICO NU CARICO I VIDEOBELLI COSI PRENDO I SOLDI DELLE ADS E CAMPO ALLE SPALLE TUE NO EDITORS, NO AUTORI, TUTTO IOOO FACCYO NON SI COPIANO I MEME INGLESI O LE ROBE DEGLI ALTRI  CONTATTINY:  SITO WEB https://www.iltronodelmuori.it/  SHOPPETTYNO https://il-trono-del-muori.myshopify.com/  INSTAGRAMme https://www.instagram."
1879,UCqeAYB1DMzfM-hG-Up52yNQ,つるおかかものはし,394000,404101054,3877,JP,今一番楽しいと思うことをやる。 【生放送】https://www.twitch.tv/turuokamonohashi 【Twitter】 https://twitter.com/turuokakamo 【Eメール】 turuoka64_1111@yahoo.co.jp
1880,UCX_p0AI4d5Q6ZufOTKMnQlg,Spieletrend,393000,228262118,7597,Unknown,"Bei Spieletrend gibt es Videos zu Pokémon GO, kostenlosen MMORPGs, Browsergames und weiteren Onlinespielen. Alle Games, die einen Spieler im Trend interessieren! Pokémon GO, Shakes & Fidget, MMORPG Let's Plays und mehr - auf Deutsch."
1881,UCKQy0qkGxauCT2UZ_ci8N8Q,meChill Music,392000,133500169,131,VN,meChill Music - Kênh âm nhạc giải trí cập nhật các bài hát hot trend nhất hiện nay!   
1882,UCdmBi03L3BBezdQ8Q_xsrKg,Fred De Palma,392000,1519530907,144,IT,"FRED DE PALMA, nome d’arte di Federico Palana, incontra la cultura hip-hop nel 2008 mostrando ben presto una forte attitudine al freestyle. Ha all’attivo 28 dischi di Platino e 6 Ori. Il primo album da solista è “F.D.P.” nel 2012, seguito da “BoyFred” (2015) “Hanglover”(2017), “Uebe” (2019) e “PLC tape1” (Pa’ la cultura), il tape del 2022 nato dalla voglia di Fred di tenere salda la bandiera del r"
1883,UCEgpEq9talEehqu4GaCFSvA,GÖKÇE,392000,150061375,1243,TR,
1884,UCaYLBJfw6d8XqmNlL204lNg,ESL Dota 2,391000,326464747,3139,DE,Welcome to the home of ESL Dota 2 on YouTube! Be sure to subscribe to keep up to date with all of the lates Dota 2 action from around the world.
1885,UChGMvrGxp38s_fraGg6MdtA,Hemokok,391000,66950046,964,JO,"Gaming video creator 👨🏼‍🎓 𝗜𝗻𝗳𝗼𝗿𝗺𝗮𝘁𝗶𝗼𝗻 𝗧𝗲𝗰𝗵𝗻𝗼𝗹𝗼𝗴𝘆, Computer Science (CS) "
1886,UCAtIzbE8ooMOfHtAClHfyuA,elizzi,391000,45485768,539,Unknown,"Всем привет. Вы на канале Элиззи. Меня зовут Ксюша, приятно познакомиться :3 Буда рада каждому из вас. Пока тут только стримы, но возможно будут и видео   Телеграм – t.me/elizzi69 ВК для связи - https://vk.com/ks_eliz "
1887,UC-4IKYa1Ha21g0RAzfFCkrw,Anten.,391000,182538226,1483,VN,"Orinn Music là đội ngũ sản xuất những dự án âm nhạc hàng đầu Việt Nam.  Nắm bắt được xu hướng nghe nhạc hiện nay, Orinn có thể hỗ trợ nghệ sĩ remake lại những giai điệu gốc để cho ra mắt một phiên bản mới viral hơn, trending hơn trên Facebook, Tiktok và Youtube.  Với hệ thống về âm nhạc hàng đầu tại Việt Nam, Orinn hi vọng đem đến sự tươi mới trong âm nhạc cho nghệ sĩ và khán giả nghe nhạc.  Mọi t"
1888,UCfLzipK0VqoC9DXO_3yTdQA,Karaoke Thanh Hải,391000,296061618,3174,VN,► Karaoke Thanh Hải Là Kênh Nhạc Sống Karaoke Trữ Tình Quê Hương Hàng Đầu Việt Nam ================================================================= ► Karaoke Thanh Hải là kênh karaoke nhạc sống độc quyền phát hành những ca khúc Karaoke mới nhất gồm nhiều thể loại khác nhau. ► Đăng ký & Nhấn chuông 🔔 thông báo để nhận những video ra mới nhất nhé! ---------------------------------------------------
1889,UCCyGi3N3Mpj1_sx_fSPC2sw,NoisyTV,391000,65052717,1165,ID,☀️☀️☀️☀️☀️☀️☀️WELCOME☀️☀️☀️☀️☀️☀️            Noisy? Noisy adalah bocilll yg berambut putih dan sangat suka game game petualangan                  ⏰ JADWAL LIVE NOISY ANTARA 3/4 SORE YAAA  📢 GAME YG DIMAINKAN  🐣 ROBLOX 🐣 MINECRAFT 🐣 GAME HOROR 🐣 GAME PETUALANGAN 🐣 GAME ANDROID                                🌸🌸🌸🌸 SUBSCRIBE NOISY 🌸🌸🌸🌸🌸               🐣MY SOCIAL MEDIA  Instagram : Noisyytv Facebook : h
1890,UCOq4Py-U1vOMPaDs2d1VgRA,garage humilde,389000,12965394,1727,Unknown,mi numero de cuenta 4027660023231063 banco azteca cualquier ayuda es bienvenida  y gracias de cariño por tu apoyo mijos y mijas suscribanse y sean parte de esta humilde comunidad 💗💗🎶🎶soy un cantante fantasma y fundador del género ( clandestino ) mis canciones pasaran desapercibidos como un fantasma 💫💫
1891,UCXNJ6k2IZgcRV6oSKtVVyZw,BemmyBlock,388000,86264404,269,US,I WILL MAKE YOU LAUGH
1892,UCxEs5UKSnMNOmp7Y_9OHYbA,Rob Deniel,388000,231397702,248,PH,"The young hotshot singer-songwriter and multi-instrumentalist Rob Deniel made an auto-hit with his most popular track, ""Ulap"" which was all written, arranged, and produced by Rob himself. Two other songs of his that he put out are the indie-pop flavored “Gabi” which says a lot about Rob’s leanings and style.   An elaboration of his omnific mind is the singles titled ""Diwa”  and ""Darling, Darling"" "
1893,UCUQpm2XAEb0mmIrlal_Pvmw,レウンGameTV,388000,333309929,920,JP,どうも、レウンGameTV (ゲームティービー) です！任天堂ゲームの細かすぎる小ネタ・検証・考察をレウンくんが解説するチャンネルです。  「こんな小ネタ見つけたよ！」「こんな検証やって！」 という情報や企画アイデア、リクエストなどがあれば 動画のコメント欄や下記リンクのTwitter（X）のDM もしくはメール等に送ってもらえると助かります！ （DMやメール返信は遅めorできない場合も多いですがご了承ください。。）  【あつ森 夢番地】7652-1643-8263 (エマッグ島）※未完成  【 Mail 】rgametv0106@gmail.com  ※お仕事のメールやDMに関しては、基本的にお受けできる場合のみ一週間以内に返信させて頂いております。返信できない場合もありますが、ご了承いただきますようお願いいたします。
1894,UCPD7FU73S_mMMsxSr03oOSQ,Redlyne,388000,33684459,23,Unknown,Long-form content🗿     For general inquiries: redlynegeneral@gmail.com
1895,UCsuS8BRN4y6_QoBvAqTtSSg,SpenLC - Brawl Stars,387000,137380208,2150,GB,"Hey guys it's SpenLC, I am a ex professional Brawl Stars player for Tribe Gaming and I won the Brawl Stars 2019 World Championship. I hope to show you guys tips and tricks on your way to becoming a better Brawl Stars player :)"
1896,UC6MRD4p1uvMAioS5uj-zp-Q,MICK 2,387000,188943411,1880,NL,Hey leuk dat jij kijkt op mijn kanaal!   Dit is mijn 2e kanaal! Hierop zie je nog meer content! Check ook mijn hoofdkanaal 'Mick'  Samenwerking? Mail naar Mick@zeth.nl  Mick OUT!
1897,UCRY5dYsbIN5TylSbd7gVnZg,Kanye West - Topic,387000,3704300963,540,Unknown,
1898,UCcxuqPErMtJbqpP6ObGc0kA,Shado Roblox,386000,193833378,874,FR,
1899,UCxgBOl_NSOut3hBgYQ7ibMw,rustynickle40,386000,72987602,222,Unknown,do you have a nickle?  roblox username: rustynickle40 
1900,UCZxARTFK_HfPftwb-TqDSvg,dima_aimbots,386000,454258506,1373,LT,#1 CS2 STREAMER IN MY FAMILY 
1901,UCA_R5DJK_2lI4fAjNOyn7pw,LAJA,385000,143873905,49,Unknown,ELEA BALA
1902,UCzl-6brcxauYIg5q--LSoxQ,Camela,385000,423962890,79,ES,Canal oficial de Camela. Descubre sus nuevos videoclips!
1903,UCOOPJ4JWcKERf9KgARnuzeA,Tommy Johansson,383000,105196346,354,Unknown,Singer & guitarist of Majestica  
1904,UC7FxK9k2ql_ilzyLEHQBVBg,Odablock,382000,309913361,2609,US,"If you're looking at this, make sure you are subscribed :)"
1905,UCP7U5P_cvlsku32lVdkhnqg,Thái Dương Bolero,382000,40638418,196,VN,Xin chào đại gia đình mến thương đến với kênh âm nhạc độc quyền Thái Dương Bolero! ➤ Kênh sẽ mang đến cho quý vị khán giả những sản phẩm âm nhạc mới nhất cùng những giọng ca để đời hay nhất hiện nay. Rất mong được mọi người yêu mến theo dõi và ủng hộ kênh... ➤ Kênh Thuộc Hệ Thống BEAT CHẤT LƯỢNG CAO ➤ Mọi vấn đề liên quan đến tác quyền vui lòng liên hệ : Admin@beatchatluongcao.com ➤Photo by Kiên K
1906,UCz2eoXfYd-vu99oxJRycb9g,Cyril Kamer,382000,224631218,146,ES,LOBO REBELDE
1907,UCNmjqhszRdAoPLY-v6MMFjA,Jugger,382000,582931021,2144,DE,Liebe es Euch zu Unterhalten und zum Lachen zu Bringen 🙏  ➡️WhatsApp Kanal: https://whatsapp.com/channel/0029Vb5UkElBVJl6TQ7l7u1J ➡️ Discord: https://discord.gg/KSmhWmm55e ➡️ Instagram: https://www.instagram.com/jugger_real/ ➡️ Mitglied werden: https://www.youtube.com/channel/UCNmjqhszRdAoPLY-v6MMFjA/join ➡️ Twitter: https://x.com/Jugger_real ➡️ Twitch: https://www.twitch.tv/juggernogttv ➡️ Busine
